Description	Alu-intron	Alu-nearest_tss	Alu-5kb_outside_upstream	Alu-5kb	L1-intron	L1-nearest_tss	L1-5kb_outside_upstream	L1-5kb
regulation of transmembrane transport	-5.888315686	-2.587320888	-1.832695727	-10.45894782	-3.987941397	-6.553914176	-1.735612347	-5.778425478
regulation of transmembrane transporter activity	-0.603182745	-0.077612696	0.004009051	-2.493468505	-1.744147592	-2.160414533	-0.26406717	-2.418466085
regulation of transporter activity	-0.531272047	-0.028258818	0.024487154	-2.238268025	-1.870680596	-2.290479908	-0.246737235	-2.534282027
regulation of ubiquitin protein ligase activity	1.573212643	1.957425952	1.421904264	3.506012213	0.845970428	0.37978491	0.048506614	0.593428816
regulation of ubiquitin-protein transferase activity	2.178400169	2.344697955	1.63527571	4.091147992	0.312253374	0.14100068	-0.004522149	0.564886401
regulation of vasculature development	-4.551488482	-1.8294985	-1.136921834	-3.269776803	-5.32834066	-5.328008763	-1.694860322	-6.708354547
regulation of vesicle-mediated transport	0.707027988	2.270369957	2.025035897	0.384760087	-0.380776793	-1.580448679	-0.138265511	-0.389659994
regulation of viral process	2.11995662	2.409056139	2.943470989	2.975492015	0.274642089	-0.115752618	-0.00049359	0.149567033
regulation of viral transcription	2.152597512	1.441753058	1.894723357	1.502326172	-0.521282394	-0.532444592	-0.119649886	-0.051177175
regulation of Wnt signaling pathway	-0.096169405	0.842776134	0.831926292	-0.56915195	-5.960107924	-4.578903251	-1.154548448	-5.860442953
renal system development	-10.94478202	-3.48906685	-1.996988611	-15.21455206	-12.24257574	-10.02332601	-4.222778939	-8.917424979
renal system vasculature development	-1.216480986	-0.540755235	-0.676633426	-2.087637431	-2.142145761	-1.492050509	-0.458519837	-1.285598392
renal tubule development	-8.293172408	-2.671932276	-1.393904558	-13.08403838	-6.487126768	-6.207016147	-2.84706403	-4.584125008
renal tubule morphogenesis	-7.458135414	-2.290907947	-1.236320441	-13.59157904	-4.909008524	-4.530525489	-1.668734261	-4.225678819
renal vesicle development	-2.521543883	-0.771992611	-0.340045862	-6.182891106	-1.846071773	-2.657125702	-1.035303275	-1.103995319
renal vesicle morphogenesis	-2.27041676	-0.599931684	-0.250534615	-5.615111315	-1.801765642	-3.008942131	-1.242007924	-0.965980014
replacement ossification	-4.474164549	-2.618981479	-1.358080287	-4.722371365	-2.223200885	-1.325788398	-0.128062175	-1.769559349
reproductive structure development	-2.956780424	-0.830270585	0.166479466	-6.740434309	-2.48948055	-1.235798984	0.003504602	-2.506783935
reproductive system development	-3.04679477	-0.876271637	0.182216686	-6.897519974	-2.389642827	-1.222093271	-0.003112955	-2.506783935
respiratory electron transport chain	3.796018715	3.234321696	1.188231286	6.121061043	0.862484347	1.567232526	0.49996595	0.893458048
respiratory gaseous exchange	-3.804354851	-1.693693358	-1.256294572	-6.205958696	-0.313493592	-0.135678502	0.037521409	-0.705627031
respiratory system development	-2.026933382	-0.065293617	0.211143901	-5.080428997	-2.605354994	-2.393277942	-0.335458949	-6.227282047
respiratory tube development	-1.628164123	-0.021298236	0.21952416	-3.621613284	-2.524892671	-2.556918325	-0.579863218	-6.117083189
response to acid chemical	-1.630483432	-0.312123637	-0.117562876	-1.44582744	-5.176155155	-2.098276177	-0.358673761	-2.932294636
response to bacterium	-2.096392616	-3.157721129	-0.995845881	-2.117675786	0.855484059	1.112553553	0.118320577	0.759435274
response to BMP	-1.794419135	-0.235932504	-0.058146601	-4.008139354	-1.999281284	-2.356421565	-0.463437158	-4.197089296
response to calcium ion	-1.180124989	-0.364582127	-0.076317759	-1.305772726	-1.18970305	-1.791391787	-0.22620476	-2.405245178
response to cAMP	-1.893456537	-0.542114439	-0.022966574	-1.67719581	-2.411716606	-1.210887955	-0.057080298	-2.463180892
response to corticosteroid	-2.152597512	-0.933995611	-0.427898663	-2.841463946	-1.486083079	-0.685500331	-0.304601445	-1.497238219
response to decreased oxygen levels	-0.129741895	0.681964682	0.634334918	0.09929035	-3.342487042	-3.291115494	-1.252037367	-3.037365964
response to endoplasmic reticulum stress	0.917960699	1.342873718	1.379292075	1.756070152	0.084968792	-0.071599241	-0.023594758	0.243698726
response to estradiol	-2.256480351	-0.488801592	-0.226241504	-2.069420807	-0.830054372	-0.250674836	-0.102078144	-2.148410881
response to fibroblast growth factor	-0.976320533	0.204048311	0.037947379	-1.210992872	-4.595985725	-2.832975264	-1.246536721	-5.094609539
response to fungus	-0.939420891	-2.27911518	-3.423306888	-1.195485028	1.299445971	0.291076699	-0.070315061	1.306897975
response to heat	1.788359315	1.75701239	1.763371065	1.980818514	0.044018198	0.038725469	-0.025281132	0.021984215
response to hypoxia	-0.1749523	0.668592772	0.68485888	0.116120689	-3.309344031	-3.21936442	-1.196799361	-2.91561126
response to inorganic substance	-2.956780424	-0.955104376	-0.3647584	-1.764597059	-1.387333567	-2.703142705	-0.295550098	-4.844285705
response to ionizing radiation	2.287322907	2.242429614	1.378440507	1.975351723	0.065760109	-0.139901778	0.020170454	-0.127075138
response to mechanical stimulus	-2.54516297	-0.624912736	-0.710959936	-2.811212785	-3.888931684	-3.70809875	-0.764492335	-2.407724842
response to metal ion	-2.266549654	-1.185372325	-0.68485888	-1.220214946	-0.668213559	-1.377074208	-0.18961467	-3.183624346
response to mineralocorticoid	-1.529132972	-0.752391309	-0.141152113	-1.535572809	-0.767714194	-0.585143348	-0.155275057	-2.670702628
response to organophosphorus	-2.415898053	-0.919035051	-0.085912349	-1.644607286	-2.265616866	-1.78307119	-0.176395097	-2.506783935
response to oxygen levels	-0.217989499	0.520996324	0.53793227	0.015839109	-3.406538916	-3.390091387	-1.164733502	-3.114573937
response to peptide	-0.392337351	0.502274496	1.962645009	-0.069745006	-1.89561069	-0.91395165	0.024706724	-2.635969054
response to peptide hormone	-0.074266235	0.630931562	2.091019681	0.08336668	-1.618398442	-0.901340253	0.039218137	-2.218723739
response to purine-containing compound	-1.65533034	-0.673581368	-0.010375009	-1.495110647	-4.291299603	-3.587404862	-0.476473059	-3.920191605
response to retinoic acid	-1.142150256	-0.395387838	-0.121777908	-1.86630339	-3.303421323	-2.310010795	-0.871013639	-2.295876667
response to steroid hormone	-1.016524385	-0.068636065	0.139970772	-1.740217873	-4.074148865	-1.543240493	-0.095566918	-4.329400284
response to transforming growth factor beta	-0.427338875	0.162479449	0.193667588	-1.234337824	-2.393446734	-3.291504851	-0.699820904	-1.799286765
response to xenobiotic stimulus	-7.372771121	-4.873208442	-5.050718768	-1.89818383	3.684211109	3.163723631	0.821612979	2.651654862
retina development in camera-type eye	-1.444890689	-0.375099431	-0.116632354	-2.65999473	-5.064076127	-6.361246411	-2.457181527	-3.107236882
retina morphogenesis in camera-type eye	-2.35442525	-1.1247523	-0.948162484	-4.092215788	-1.763603116	-1.951566207	-0.761266533	-0.90215919
retinal ganglion cell axon guidance	-1.626145643	-0.399907884	-0.337720188	-5.792123356	-2.146302022	-0.108994782	-0.02497025	-2.542532199
retinoic acid metabolic process	-5.292410721	-2.516620027	-3.193772008	-3.052841681	1.526575518	0.836031847	0.020752533	1.900896921
retinoic acid receptor signaling pathway	-0.074277573	0.045343008	0.174236359	-0.511236317	-2.291056146	-1.705266803	-0.396573763	-1.596148552
retinoid metabolic process	-5.433324767	-4.069365048	-6.519510642	-2.238378724	0.217408555	0.222709711	-0.005364368	0.751253489
"retrograde transport, vesicle recycling within Golgi"	2.260985123	1.743565325	1.357850219	0.948354155	0.651714752	0.262461482	-0.04580428	0.034881754
"retrograde vesicle-mediated transport, Golgi to ER"	1.782815235	1.439314475	1.534787006	1.475696327	0.474012832	0.094963265	0.401867564	0.135185581
Rho protein signal transduction	0.434526506	0.971384297	1.407481431	-0.157551635	-1.216031401	-2.20025915	-0.284204044	-1.321378639
rhythmic behavior	-1.35508275	-1.46702989	-0.556442849	-2.095664501	-0.35332958	-0.434520798	-0.133328992	-0.228085148
rhythmic process	-1.218562894	-0.183015826	0.299224945	-2.58866525	-2.651753504	-1.933071118	-0.458519837	-2.30657051
ribonucleoprotein complex assembly	8.151410944	11.35363874	8.347205203	12.31357538	0.468005121	0.013335983	-0.201120707	0.211393015
ribonucleoprotein complex biogenesis	10.77375763	14.15130175	8.344026081	20.38714966	1.075913096	0.084395824	-0.103615865	0.342858059
ribonucleoprotein complex export from nucleus	3.013380951	3.558265015	2.750554882	4.503629332	1.438120242	0.050142089	0.038537432	1.044056347
ribonucleoprotein complex localization	3.225706546	3.891033866	2.947036187	4.89393992	1.266229773	0.033978808	0.041492684	0.942571148
ribonucleoprotein complex subunit organization	8.082312728	11.44706254	8.71832836	12.18283783	0.791375181	0.111803063	-0.138339594	0.432616394
ribonucleoside biosynthetic process	2.027907038	1.839208302	0.514000023	3.83715058	-0.035668555	-0.192367134	0.025533894	-0.011367158
ribonucleoside metabolic process	4.900167765	4.577448299	2.047721844	8.438393901	0.195201943	0.211620417	0.194280192	0.307437393
ribonucleoside monophosphate metabolic process	4.83496226	4.577753202	2.258067254	7.040176762	0.266923102	0.226542406	0.215496871	0.086025065
ribonucleoside triphosphate biosynthetic process	1.948756909	1.462600762	0.594671474	2.356424231	-0.218458255	-0.355284553	-0.047201639	0.026721949
ribonucleoside triphosphate metabolic process	4.615846515	4.695656662	1.952272707	7.917296887	-0.001807642	0.031829387	0.076215921	0.064424844
ribosomal large subunit biogenesis	3.329538604	1.306130823	0.442344592	3.781150682	-0.108086847	-0.228162287	-0.140701937	-0.544088625
ribosome assembly	3.072864444	2.230706212	0.620827755	4.5368693	0.257828675	-0.204968545	-1.075897352	-0.011819271
ribosome biogenesis	5.440874764	5.756843265	1.551443904	12.74015	0.916906601	0.033515993	-0.123276208	0.144909419
RNA 3'-end processing	1.519147106	2.005749387	1.767106599	2.792930135	0.235202047	-0.164713657	-0.021544517	-0.078354443
RNA capping	1.935208883	1.442068902	0.1362859	2.545124876	0.524275493	0.059587005	-0.396573763	0.197534025
RNA catabolic process	7.298538274	10.05358501	5.11088481	12.42881905	0.23917788	-0.221473011	-0.173560669	-0.064471531
RNA export from nucleus	3.37286836	3.933101258	3.065586549	4.682856307	1.403193358	0.135678502	0.044393546	1.315345859
RNA localization	5.140863281	6.733856552	4.296926039	6.121061043	1.153093741	0.013335983	-0.042448412	0.842308785
RNA modification	2.258446185	1.605221733	0.818735393	3.743879926	0.332715144	-0.016037794	-0.001539975	0.493934414
RNA secondary structure unwinding	1.426545331	1.689196067	2.119553711	2.132009906	0.932316243	0.181276591	-0.081690837	0.216392616
RNA splicing	5.616209652	8.601801007	8.599237995	8.108911218	0.117709293	-0.591943997	0.045264299	-0.833785705
"RNA splicing, via transesterification reactions"	6.436675345	8.846886977	8.385628846	8.517305286	0.024608186	-0.605931573	0.00049359	-0.498193442
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	6.611995708	8.935663627	8.347205203	8.513725304	0.025874333	-0.620583353	-0.00049359	-0.547461399
RNA transport	4.321650185	5.438754817	3.557322038	4.951870181	1.119190632	0.072551343	-0.029805896	0.823283255
rRNA metabolic process	4.713106075	5.239240806	1.329094733	11.66065975	0.744895932	-0.001267373	-0.028396262	0.084758056
rRNA processing	4.58026802	5.032496614	1.31546054	11.26288642	0.710910721	-0.018620581	-0.070342257	0.088459007
salivary gland development	-1.952513911	-0.175601051	-0.162163388	-1.979214629	-3.207259123	-1.157572595	-0.256209128	-1.762441806
salivary gland morphogenesis	-1.914518268	-0.261641828	-0.35800477	-2.126532121	-3.844394436	-1.469801601	-0.453125113	-2.053830378
sarcomere organization	-1.32033233	-0.670536903	-0.217177557	-1.752269046	-2.037542095	-1.090295972	-0.323019268	-0.935948813
second-messenger-mediated signaling	-3.08677284	-1.406496552	-0.529366104	-6.805252253	-2.225132688	-1.480135338	-0.08316823	-3.63971746
secondary metabolic process	-2.809103974	-1.556613411	-1.516983683	-1.530649918	0.217631398	0.656326826	0.014151384	0.850839139
semaphorin-plexin signaling pathway	-3.995094244	-0.733236715	-0.125119531	-2.629508214	-7.596394267	-4.155820335	-0.726499026	-4.427910063
sensory organ development	-8.946681697	-2.465494354	-0.594935391	-18.89074213	-14.01805628	-13.47186317	-3.182758439	-19.52359163
sensory organ morphogenesis	-7.47630688	-2.414764632	-0.924843713	-15.05433304	-9.493405386	-8.974570504	-2.200793463	-13.28911707
sensory perception of bitter taste	-0.838196034	-8.209280764	-5.082865578	-3.280109985	-0.26901797	2.157893342	0.095313609	0.733390451
sensory perception of chemical stimulus	-1.247616562	-155.9160429	-97.13920974	-44.72006146	-0.109346894	150.5173844	24.36724572	63.65552197
sensory perception of light stimulus	-1.966896743	-2.035673864	-1.370321567	-2.047508339	-0.468738552	-0.451579243	0.060528047	-0.518366377
sensory perception of mechanical stimulus	-3.515018285	-1.382704423	-1.120724433	-6.075257117	-2.305794957	-2.346668389	-0.323228656	-3.21640387
sensory perception of pain	-2.045775847	-1.558544268	-0.744126731	-2.892157882	-0.415361574	-0.513886058	-0.147615297	-0.596263014
sensory perception of smell	-1.195910203	-163.0251776	-100.431396	-44.18997248	0.277952281	159.7336013	27.20370172	70.67125425
sensory perception of sound	-2.767410758	-0.890002355	-0.767673467	-5.059410405	-2.059981864	-1.951690217	-0.272813932	-3.010732005
sensory perception of taste	-0.474425579	-5.438754817	-2.866550555	-2.839354627	-0.66265282	0.964676601	0.042539277	0.261648982
sex differentiation	-2.389729363	-1.099052425	-0.190601931	-5.628585057	-1.447257208	-0.866855503	-0.015211954	-2.520017741
signal release	-4.726426554	-1.465581734	-0.932606952	-6.325978241	-4.824676891	-2.532718141	-0.458311124	-4.655570536
signal release from synapse	-0.539058194	0.009520089	0.024444138	-1.059178036	-3.439886131	-2.789975844	-0.321416928	-3.214972537
signal transduction by p53 class mediator	2.948703333	3.874612641	4.790840484	4.110994078	0.320017917	-0.02861834	0.231132629	0.287852569
signal transduction involved in DNA damage checkpoint	0.827572914	1.330432835	1.427851681	1.625072385	0.250071631	0.020845599	0.42471956	0.01521507
signal transduction involved in DNA integrity checkpoint	0.827572914	1.330432835	1.427851681	1.625072385	0.250071631	0.020845599	0.42471956	0.01521507
signal transduction involved in mitotic cell cycle checkpoint	0.980213819	1.48920905	1.434359948	1.81152363	0.230174371	0.018620581	0.383858475	0.031647546
signal transduction involved in mitotic DNA damage checkpoint	0.980213819	1.48920905	1.434359948	1.81152363	0.230174371	0.018620581	0.383858475	0.031647546
signal transduction involved in mitotic DNA integrity checkpoint	0.980213819	1.48920905	1.434359948	1.81152363	0.230174371	0.018620581	0.383858475	0.031647546
signal transduction involved in mitotic G1 DNA damage checkpoint	0.844311927	1.35439825	1.434359948	1.586333263	0.202269734	0.012107722	0.383858475	0.030333023
single-organism behavior	-3.970529034	-1.184668421	-0.465936101	-9.941451334	-3.162208868	-1.515485069	-0.13986358	-3.933344327
single-organism nuclear import	1.258853094	1.847720476	2.496301199	0.515212541	-1.316789691	-1.682868407	-0.183334988	-1.508175016
sister chromatid cohesion	4.552946748	7.207679098	4.438831916	5.660429004	3.148293024	1.625285931	0.450727683	2.158107217
sister chromatid segregation	5.790495491	8.303508392	5.31659574	6.984858542	2.596372507	0.672578194	0.286814022	1.634471817
skeletal muscle adaptation	0.26202037	0.291266059	0.272431193	0.103556997	-4.484063857	-1.660958073	-0.660763159	-1.764300789
skeletal muscle cell differentiation	-5.029348417	-1.915077156	-0.253418992	-4.29058293	-1.550041568	-1.691909791	-0.452094159	-3.60728564
skeletal muscle organ development	-4.673030962	-1.600054363	-0.155262993	-7.442689865	-3.415802063	-3.280357355	-0.476473059	-4.362088656
skeletal muscle tissue development	-4.779229558	-1.873098927	-0.219968536	-6.639964016	-2.606315699	-3.074536648	-0.62024887	-3.867501582
skeletal muscle tissue regeneration	-0.775827925	-0.344961167	-0.116021629	-1.540381616	-1.669714526	-0.8423732	-0.144981898	-1.689356048
skeletal system development	-13.16335318	-4.770562253	-1.133883721	-21.81186866	-17.73435573	-11.1512028	-2.662550383	-17.26847411
skeletal system morphogenesis	-5.616209652	-3.275889499	-0.43567599	-15.0231	-7.226054478	-6.072832219	-1.237336073	-6.780321709
skin development	-2.180711189	-3.679255163	-1.438220748	-6.30616769	-2.312156307	-0.324836164	-0.06717132	-1.869290792
skin epidermis development	-2.467740297	-0.947031294	-0.545787672	-3.33423967	-1.287640481	-0.861940991	-0.265518844	-2.303119462
smooth muscle cell differentiation	-1.971905835	-0.064441432	0.088857812	-2.550667199	-3.155081276	-1.563338084	-0.453613055	-3.501423193
smooth muscle cell proliferation	-1.530803716	-0.244017354	-0.03895289	-1.636286924	-3.113736652	-1.499011821	-0.62024887	-3.1949705
snRNA metabolic process	3.385637076	2.225427566	0.769460279	3.486986939	1.115703739	0.219761403	0.041441645	0.623074752
snRNA transcription	3.272011323	2.124651516	0.710959936	3.079434168	0.886284861	0.239727482	0.025533894	0.702006714
snRNA transcription from RNA polymerase II promoter	3.272011323	2.124651516	0.710959936	3.079434168	0.886284861	0.239727482	0.025533894	0.702006714
sodium ion transport	-1.836675132	-0.342274175	-0.245098565	-1.947396046	-1.041680102	-1.35176128	-0.100079129	-1.197567343
sodium-independent organic anion transport	-5.419460446	-3.594667507	-2.332724358	-3.23072953	1.037021032	0.978927618	0.664994071	0.286566981
somatic stem cell population maintenance	-0.036933538	0.5703792	0.312778108	-0.847878047	-2.767990744	-3.822199205	-2.840695717	-2.007808365
specification of animal organ identity	-2.888428996	-0.542166623	-0.16565405	-5.193270948	-4.525154912	-0.800068652	-0.230197055	-4.660859761
spinal cord development	-2.974691031	-1.194830346	-0.276663751	-8.373789949	-2.995412501	-2.24346465	-0.242725821	-4.338098282
spindle assembly	2.033194599	2.150178556	1.577446886	2.777526309	0.986229514	0.010502737	-0.004636257	0.372393369
spindle localization	0.873619983	1.726032246	1.658783294	1.423172705	-0.66386439	-0.341163951	0.00049359	-0.128433671
spindle organization	1.91895936	2.188026019	1.622712395	3.14692946	0.978300077	0.003316354	0.018892086	0.233365212
spliceosomal complex assembly	2.099714033	2.749509288	1.977058436	3.727674745	-0.091813074	-0.302243622	-0.134852156	-0.082176113
spliceosomal snRNP assembly	2.882515161	2.823117115	1.311445195	4.04922536	0.021988896	0.000497118	0.476473059	-0.39709769
sprouting angiogenesis	-2.674793749	-0.571905605	-0.234216451	-2.852910991	-6.115503628	-5.220013326	-2.62633916	-3.572183794
SRP-dependent cotranslational protein targeting to membrane	5.10352479	4.931998662	1.221195388	9.090860944	-0.147422331	-0.274643989	-0.251144957	-0.062296167
stem cell development	-2.584627321	-0.897920835	-0.283874432	-5.985514365	-4.480973214	-3.231857911	-0.633015259	-3.661115321
stem cell differentiation	-1.867940558	-0.051336155	0.687471905	-8.254059223	-7.527803908	-6.660970703	-1.365560241	-7.916524541
stem cell population maintenance	0.662550102	1.721194968	1.606190655	-0.034927864	-2.339199526	-3.362559354	-1.21395311	-2.10217402
steroid biosynthetic process	-2.036614511	-2.867005767	-2.006846482	-2.201485574	0.134950699	-0.080923712	0.002940649	-0.045377285
steroid metabolic process	-2.980545932	-3.057140604	-2.30768787	-2.561252012	0.38477375	0.371247617	0.109862596	0.591885736
stimulatory C-type lectin receptor signaling pathway	1.000544598	2.106984248	1.441453701	2.601475176	1.98707013	1.090295972	0.616827021	0.697216716
striated muscle adaptation	-0.023663851	0.208324732	0.545090404	-0.271636209	-4.173115447	-1.660958073	-0.726865663	-2.376334319
striated muscle cell development	-1.38157119	-0.66336676	-0.215952563	-2.867473707	-2.717831922	-1.715115791	-0.160016574	-1.990862056
striated muscle cell differentiation	-1.505099138	-0.475049162	-0.10950267	-3.396913515	-4.788587635	-4.295161871	-0.441492609	-4.775890573
striated muscle cell proliferation	-3.494211354	-0.75943783	-0.110214129	-6.620757547	-2.637864913	-0.753259565	-0.343567728	-1.892517301
striated muscle contraction	-0.97332342	-0.481336015	-0.372204414	-2.482588884	-1.918724052	-3.053842417	-0.246737235	-5.79722675
striated muscle hypertrophy	-0.596803993	-0.022915169	0.030732574	-1.573108774	-2.982982874	-2.538800113	-1.081900776	-1.594650195
striated muscle tissue development	-6.081290071	-1.287040312	-0.085798851	-11.12625171	-7.399856325	-6.957685707	-1.621728985	-8.511628304
sympathetic nervous system development	-1.715119443	-0.536082451	-0.206193524	-4.345146592	-2.601607166	-1.66293314	-0.789885724	-1.312888882
synapse assembly	-3.591140359	-0.942604374	-0.21952416	-13.67522298	-5.064076127	-1.09368607	-0.312813424	-4.145683875
synapse maturation	-0.205382818	0.077806852	0.182371215	-0.535172033	-3.617494159	-3.430689601	-0.973573189	-2.823012263
synapse organization	-3.632581697	-0.946204738	-0.308303318	-12.7712869	-7.449559802	-2.936759746	-1.176857265	-6.770775109
"synaptic transmission, glutamatergic"	-2.280545168	-0.742881828	-0.254097027	-5.866021209	-1.408885497	-0.334273826	0.003504602	-2.218237705
telencephalon development	-3.37286836	-0.386818599	-0.095003833	-8.656024454	-4.385341869	-2.098276177	-0.288260049	-5.910917908
telomere maintenance	2.018582031	2.933033004	2.265066525	3.771655001	0.329532157	-0.204282385	0.012593319	0.326445233
telomere maintenance via recombination	1.560043681	1.566893405	0.649356802	1.947396046	0.201520566	-0.057549035	-0.640346564	1.16139288
telomere organization	2.073273866	3.048634097	2.229336375	3.887865386	0.315159629	-0.220960867	0.003112955	0.310229499
terpenoid metabolic process	-5.609528884	-4.402935226	-6.561714851	-2.57073322	0.5256259	0.955880652	0.290647061	0.713636712
thyroid gland development	-1.168502578	-0.124499264	0.387622099	-2.189861706	-2.707695804	-0.464575075	0.019880303	-4.005706186
tissue homeostasis	-3.399394808	-1.957425952	-1.150608609	-1.810331856	-0.646096044	-0.300198142	0.003102034	-0.26250933
tissue migration	-1.227779624	0.072621579	0.21952416	-2.323864688	-4.191873399	-4.961507222	-1.446255378	-3.134297301
tissue remodeling	-4.877418386	-2.417975406	-2.163893265	-5.366677595	-1.587628735	-0.654266595	-0.100546534	-1.875109853
tongue development	-0.993396746	-0.40661457	-0.104690473	-2.876846099	-3.590702602	-0.464575075	-0.054187193	-3.46055063
transcription elongation from RNA polymerase II promoter	3.317933801	2.007497394	0.567881966	3.845392894	0.437963189	0.157757225	-0.020752533	0.347771656
transcription initiation from RNA polymerase II promoter	1.260663674	2.054502193	1.777926485	0.746367182	-2.262460704	-0.772072139	-0.060565367	-1.507176485
transcription-coupled nucleotide-excision repair	1.839278348	2.691998831	1.726857684	3.974041807	0.236765431	-0.031829387	-0.396827549	0.599792046
translational elongation	3.591436695	2.399693537	0.075718797	5.543297373	1.28779305	0.181307564	-0.228815863	0.603883409
translational initiation	5.948101547	7.967716189	3.919452112	11.64076889	0.550745515	0.035357799	-0.592577402	0.47690089
translational termination	2.430222399	1.22646414	-0.121416459	4.048126572	2.164416265	0.770148086	-0.053927845	0.894735632
transmembrane receptor protein serine/threonine kinase signaling pathway	-1.03494291	0.089803288	0.356477225	-2.61170891	-4.043691006	-4.387652951	-1.202585291	-5.219335438
transport of virus	1.483798541	2.587320888	2.947036187	3.054982425	2.955524294	1.137418101	0.237655592	0.975881816
tRNA export from nucleus	1.901209252	2.032400062	1.346713744	2.818014381	0.925648677	0.293613131	0.128547103	0.833785705
tRNA metabolic process	2.412918973	1.70803447	0.503278137	6.444243879	1.791666961	0.19955182	-0.134852156	1.877513466
tRNA transport	2.060611072	2.29383158	1.358892481	3.229651618	0.79887762	0.283190342	0.242993828	0.62938308
tRNA-containing ribonucleoprotein complex export from nucleus	1.901209252	2.032400062	1.346713744	2.818014381	0.925648677	0.293613131	0.128547103	0.833785705
tube formation	-0.261246352	0.132975494	0.34764446	-1.993146321	-2.548870905	-3.013742664	-1.765111471	-1.826515526
tube morphogenesis	-2.978720742	-0.186442367	0.069185459	-10.79767313	-8.304129481	-6.026254406	-1.9673582	-7.919722648
ureteric bud development	-7.958359264	-1.742403008	-0.688627213	-13.3695729	-4.825211598	-4.995891842	-1.919077055	-4.924448736
ureteric bud morphogenesis	-6.385374427	-1.375254234	-0.686172044	-11.0799122	-3.308098878	-3.380454716	-1.03679957	-3.053624213
urogenital system development	-12.85631023	-4.543262083	-1.98676329	-18.46928413	-13.52352163	-9.4013978	-2.823829941	-10.36452503
uronic acid metabolic process	-7.871406338	-7.895084253	-6.242338464	-4.168883913	3.629686906	6.173671096	0.51475003	5.861306195
vacuolar transport	2.35442525	4.334036947	4.068760237	3.185499097	1.096711986	-0.291076699	-0.047201639	1.024877865
vacuole organization	1.012088898	1.25381193	1.335254922	2.441375647	0.519892334	-0.096384609	-0.009927579	1.467923292
vascular endothelial growth factor signaling pathway	-0.623623516	-0.086536697	0.086407608	-0.896544314	-2.888748187	-2.772790411	-0.837238677	-2.587497453
vasculogenesis	-2.113077089	-0.598962172	-0.730451212	-3.131923588	-2.999988338	-1.099648039	-0.136045705	-1.114036456
ventral spinal cord development	-2.271652843	-0.835201029	-0.216180506	-7.040176762	-1.328140499	-0.545241317	-0.083313827	-2.212874832
ventral spinal cord interneuron differentiation	-2.342311211	-1.851076909	-1.014343506	-7.037235561	-2.057137432	-0.565635513	0.012720048	-2.802366335
ventricular cardiac muscle cell differentiation	-1.471339209	-0.565285158	-0.199839593	-1.468128182	-2.560377587	-0.351991006	-0.050344663	-0.95456621
ventricular cardiac muscle tissue development	-0.602407634	-0.105030596	-0.077707182	-2.13977785	-2.153034834	-1.968683065	-0.472366953	-2.220941956
ventricular cardiac muscle tissue morphogenesis	-0.497502826	-0.202250734	-0.135358773	-1.824814029	-2.136837806	-1.874321258	-0.484573352	-1.840985984
ventricular septum development	-0.650537284	0.032395702	0.027238733	-2.116739848	-1.936659256	-2.799618433	-1.603852358	-1.598069371
ventricular septum morphogenesis	-2.678644513	-0.610841215	-0.311092817	-5.054742833	-2.852963692	-1.999265364	-1.252037367	-1.200283284
viral gene expression	8.47674455	8.806132143	5.293681518	12.79483933	0.143458291	-0.105751511	-0.134426694	0.426735522
viral life cycle	6.125718228	8.264926065	8.070760523	10.24457129	0.768510357	-0.046841712	-0.101885173	0.534294713
viral transcription	8.47674455	8.007625645	4.026256379	11.92103265	0.106546939	-0.091847611	-0.047102418	0.207446804
virion assembly	1.295643438	1.589795273	1.473211746	1.883587262	0.775874782	0.143529814	0.174418675	0.253399108
visual perception	-1.767309146	-1.856348139	-1.360105129	-1.744309648	-0.416786538	-0.391284367	0.054228331	-0.404867709
vitamin D metabolic process	-1.94501589	-1.36494357	-1.039332184	-2.835352008	0.076900649	-0.013335983	0.036940191	-0.383956017
Wnt signaling pathway	-0.258816342	1.472385266	2.464068442	-1.047737008	-7.908318495	-7.152112054	-2.621024385	-6.937721136
xenobiotic metabolic process	-7.802482258	-5.584185754	-5.9558829	-2.319761022	3.581429455	3.542818098	0.767168047	3.362485155
