Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0032101	regulation of response to external stimulus	0.058560894051426	0.225796451727434	-0.201175119147551	0.817769211966686	depleted	680	178	156737.644117647	40, 1268, 7143, 2902, 1012, 5361, 22861, 639, 1812, 1907, 2113, 3603, 4780, 6095, 9378, 118788, 116, 801, 972, 1240, 1496, 1794, 1813, 1906, 3170, 3329, 3965, 4916, 5138, 5155, 5341, 5458, 5580, 5728, 5802, 6504, 7114, 7128, 8905, 9450, 9607, 9844, 54361, 91584, 18, 135, 164, 301, 330, 567, 634, 659, 718, 885, 1173, 1215, 1233, 1236, 1270, 1432, 1535, 1814, 2099, 2152, 2175, 2185, 2625, 2629, 2693, 2811, 2865, 2986, 3315, 3565, 3592, 3593, 4067, 4792, 4836, 4843, 4846, 4851, 4988, 5025, 5094, 5158, 5228, 5340, 5362, 5465, 5582, 5598, 5603, 5740, 5743, 5800, 5880, 6091, 6092, 6223, 6278, 6346, 6347, 6372, 6374, 6375, 6531, 6591, 7040, 7057, 7060, 7074, 7098, 7099, 7124, 7187, 7189, 7349, 7410, 7424, 7473, 7852, 7857, 8314, 8482, 8740, 8767, 8808, 8817, 8995, 9048, 9180, 9370, 9447, 9698, 9971, 10062, 10318, 10475, 10488, 10988, 11221, 11315, 11343, 22876, 22904, 23332, 26057, 27250, 29110, 29937, 51606, 54476, 55666, 55773, 55870, 59067, 65078, 66005, 79004, 79132, 79594, 81793, 83481, 90102, 90268, 90678, 90865, 114548, 116443, 152138, 161725, 163702, 170692, 171389, 286133, 340061, 730249
Gene Ontology Biological Process	GO:0007051	spindle organization	0.0587147316125711	0.226220538005418	-0.483100122561549	0.616868057871447	depleted	146	35	95505.7808219178	8498, 3837, 7430, 9493, 10783, 26054, 55125, 114791, 203068, 1213, 2801, 3832, 4292, 4751, 5518, 5901, 6047, 6188, 6683, 8658, 8766, 9525, 9897, 10426, 23332, 25777, 27243, 29899, 55559, 55726, 55857, 79000, 128866, 284403, 285643
Gene Ontology Biological Process	GO:0006650	glycerophospholipid metabolic process	0.0592764583948284	0.227932670437832	-0.286384102358425	0.750974109615832	depleted	344	89	136731.549418605	5295, 5336, 3084, 9651, 9926, 118788, 1103, 1813, 3631, 3635, 5155, 5321, 5341, 5728, 9542, 23175, 23533, 51099, 55500, 949, 1119, 1622, 1950, 2171, 2181, 3030, 3356, 3612, 3633, 3667, 3990, 4254, 5279, 5283, 5291, 5338, 5359, 8395, 8503, 8605, 8660, 8760, 8776, 8813, 8817, 8867, 8898, 9487, 9488, 9489, 9588, 9791, 9807, 9965, 9971, 10026, 10400, 10908, 11145, 22876, 23236, 23259, 23556, 29851, 54675, 54872, 55326, 55361, 56261, 56895, 57153, 57605, 57678, 64850, 80821, 81490, 83394, 84668, 114882, 114884, 129642, 137964, 146850, 151056, 171586, 204962, 253558, 255043, 376497
Gene Ontology Biological Process	GO:0045622	regulation of T-helper cell differentiation	0.0592916541437431	0.227932670437832	-1.24078489403521	0.289157171108014	depleted	30	9	155788.166666667	3662, 301, 3142, 3565, 3593, 5590, 8767, 8995, 114548
Gene Ontology Biological Process	GO:0009235	cobalamin metabolic process	0.0593896327208522	0.228139326289558	-2.04145406555543	0.129839778002403	depleted	21	3	153340.714285714	27249, 51293, 166785
Gene Ontology Biological Process	GO:0001759	organ induction	0.0594952308582141	0.228374922617207	-1.59235302364615	0.20344633404475	depleted	19	5	264409.789473684	1499, 2668, 650, 7482, 10252
Gene Ontology Biological Process	GO:0002275	myeloid cell activation involved in immune response	0.0595789683422541	0.228415937498301	-0.24063283133941	0.786130215782991	depleted	530	115	87552.9396226415	10814, 10562, 272, 960, 121260, 963, 1113, 1794, 2517, 2992, 3837, 3965, 4860, 5315, 5580, 5795, 5799, 6093, 6504, 6616, 6793, 8621, 10788, 23114, 28988, 201294, 203068, 178, 327, 527, 535, 567, 634, 718, 1075, 1084, 1088, 1118, 1432, 1476, 1512, 1535, 1654, 1669, 1915, 1938, 2171, 2219, 2241, 2512, 2934, 3136, 3320, 3326, 3565, 3916, 4067, 4126, 4718, 5553, 5663, 5695, 5701, 5702, 5709, 5718, 5724, 5777, 5788, 5870, 5878, 5880, 6037, 6278, 6386, 6515, 6709, 6727, 6813, 7077, 7098, 7414, 8288, 8514, 8566, 8635, 8826, 9588, 9798, 9861, 10125, 10383, 10394, 10396, 10576, 11333, 22904, 22931, 23352, 23406, 23593, 25852, 55832, 57153, 79980, 80331, 83858, 84766, 89777, 90865, 117194, 154664, 326624, 340061, 100049587
Gene Ontology Biological Process	GO:0002833	positive regulation of response to biotic stimulus	0.0597019290354315	0.228657944984255	-1.0345260642561	0.355394775304954	depleted	39	13	151630.256410256	3329, 9450, 1535, 3592, 3593, 7189, 8767, 9698, 26057, 29110, 79132, 90678, 730249
Gene Ontology Biological Process	GO:0006623	protein targeting to vacuole	0.0600106533100941	0.229445666580973	-1.47306022130861	0.229222937841018	depleted	27	7	147192.62962963	6653, 8546, 9570, 51172, 64089, 84313, 84572
Gene Ontology Biological Process	GO:0016458	gene silencing	0.0601059912941182	0.229457335511766	-0.368605540470529	0.691698203591769	depleted	249	61	92022.2730923695	1788, 8289, 7247, 3015, 3159, 4087, 5530, 23409, 26523, 92815, 103, 1655, 2099, 2332, 3014, 3020, 3021, 3066, 3181, 3692, 4343, 4848, 5430, 5431, 5432, 5901, 7040, 8086, 8336, 8338, 8351, 8357, 8358, 8969, 9125, 9612, 9698, 9757, 9972, 10943, 22955, 23279, 23408, 25842, 26986, 27044, 27161, 51548, 53371, 55553, 55571, 57708, 79727, 81929, 121504, 129401, 143689, 144233, 151507, 192669, 389421
Gene Ontology Biological Process	GO:0070169	positive regulation of biomineral tissue development	0.0601330330707322	0.229457335511766	-0.92094301922735	0.398143407109174	depleted	39	10	243909.820512821	4745, 4208, 6546, 54361, 90, 650, 655, 659, 7040, 7480
Gene Ontology Biological Process	GO:0045058	T cell selection	0.0604723218158191	0.230328050648668	-0.877380122513665	0.415871016822319	depleted	46	11	176381.391304348	3707, 972, 1794, 3662, 10538, 1236, 2625, 3565, 3593, 6469, 8995
Gene Ontology Biological Process	GO:0044788	modulation by host of viral process	0.0604951557722321	0.230328050648668	-2.85084890893653	0.0577952371506743	depleted	21	2	164466.476190476	2332, 5479
Gene Ontology Biological Process	GO:0002287	alpha-beta T cell activation involved in immune response	0.0607636256094222	0.230769354317694	-0.792622758048116	0.452656029796502	depleted	53	15	206439.150943396	6095, 3662, 3965, 10538, 301, 2625, 3142, 3565, 3593, 5590, 5971, 6097, 8767, 8995, 114548
Gene Ontology Biological Process	GO:0002293	alpha-beta T cell differentiation involved in immune response	0.0607636256094222	0.230769354317694	-0.792622758048116	0.452656029796502	depleted	53	15	206439.150943396	6095, 3662, 3965, 10538, 301, 2625, 3142, 3565, 3593, 5590, 5971, 6097, 8767, 8995, 114548
Gene Ontology Biological Process	GO:0031570	DNA integrity checkpoint	0.0607715665590753	0.230769354317694	-0.455468332661943	0.63415090481015	depleted	161	51	102153.51552795	1026, 4850, 6233, 7919, 10783, 595, 988, 990, 995, 1112, 1263, 1386, 1432, 1647, 2033, 3014, 4194, 4436, 4848, 4869, 5111, 5810, 5934, 6154, 6419, 6659, 7161, 7311, 7314, 7316, 7832, 8738, 8883, 9125, 9984, 25949, 26272, 29086, 29935, 51065, 51347, 51499, 55571, 57805, 60561, 80198, 83990, 91603, 144455, 144715, 346673
Gene Ontology Biological Process	GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.0609247338203112	0.231110810131607	-0.346611717815389	0.707079821461662	depleted	272	70	86382.6470588235	7247, 10128, 3837, 6233, 7009, 10775, 60528, 79897, 836, 1642, 1653, 2071, 2072, 2073, 2967, 3669, 3836, 3921, 4343, 4848, 5073, 5111, 5167, 5428, 5511, 5810, 5982, 6037, 6419, 7311, 7314, 7316, 7507, 8602, 8635, 9790, 9978, 10111, 10146, 10248, 10595, 10714, 10957, 22909, 23052, 23144, 23293, 25819, 27044, 27161, 28987, 29894, 51010, 51585, 51728, 53918, 53981, 54840, 55520, 55629, 64852, 79042, 80198, 87178, 128387, 144715, 201164, 283989, 340152, 346673
Gene Ontology Biological Process	GO:0051495	positive regulation of cytoskeleton organization	0.0610689898109585	0.231335580204557	-0.39754523272274	0.671967547038411	depleted	190	44	114241.2	11075, 8498, 10602, 1906, 4916, 5341, 5987, 10788, 54361, 1236, 2185, 2241, 2934, 4641, 4653, 4690, 4868, 5216, 6188, 6356, 7248, 7429, 8936, 8976, 9270, 9475, 9525, 10096, 10435, 10733, 10763, 11034, 11346, 22843, 23332, 27236, 55243, 57180, 81873, 84501, 91807, 146206, 253725, 339005
Gene Ontology Biological Process	GO:0070527	platelet aggregation	0.0610736693620094	0.231335580204557	-0.878372860293773	0.4154583708108	depleted	54	17	101036.777777778	60, 5341, 5580, 18, 634, 1192, 1465, 2778, 2811, 3315, 4067, 5291, 5777, 7414, 10627, 55330, 170692
Gene Ontology Biological Process	GO:0019221	cytokine-mediated signaling pathway	0.0614296244221654	0.232342692370932	-0.230248004793209	0.79433657879397	depleted	559	150	113581.842576029	960, 970, 1907, 3660, 5770, 6772, 7185, 8567, 84166, 972, 1240, 1906, 2296, 3106, 3107, 3113, 3122, 3662, 4261, 4599, 4684, 4938, 5155, 5580, 6233, 6361, 7114, 7128, 7444, 8764, 22954, 50615, 80059, 84957, 103, 330, 567, 634, 815, 1232, 1233, 1236, 1270, 1438, 1441, 2152, 2185, 2241, 2322, 2532, 2811, 2829, 2859, 3117, 3119, 3127, 3134, 3136, 3326, 3459, 3560, 3568, 3587, 3588, 3593, 3659, 3663, 3669, 3716, 3987, 4600, 4792, 4940, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 5724, 5777, 5788, 5798, 6091, 6346, 6347, 6356, 6372, 6374, 6375, 6775, 7124, 7187, 7189, 7293, 7311, 7314, 7316, 7376, 7726, 7852, 8651, 8717, 8740, 8744, 8767, 8771, 8808, 8995, 8996, 9020, 9125, 9180, 9253, 9370, 9447, 9491, 9861, 9971, 10062, 10379, 10399, 10410, 10475, 11213, 11274, 23236, 54209, 55223, 56832, 56928, 57007, 60401, 65078, 79155, 79594, 84522, 90268, 115650, 133396, 152138, 163702, 171392, 349667, 376497, 654429
Gene Ontology Biological Process	GO:0042278	purine nucleoside metabolic process	0.0616465340150032	0.232651403791808	-0.69425982797674	0.499443985672917	depleted	70	16	172830.8	272, 10243, 1740, 4860, 132, 205, 262, 4830, 5158, 10400, 10768, 23382, 23513, 27304, 51251, 140733
Gene Ontology Biological Process	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	0.0618222588537966	0.233144030282702	-1.82408882574135	0.161364608442029	depleted	17	4	217608.235294118	23462, 90, 4851, 6591
Gene Ontology Biological Process	GO:0071353	cellular response to interleukin-4	0.0618734466417942	0.233166626168748	-1.5643464263383	0.209224712258265	depleted	31	7	111951.935483871	2625, 3326, 6122, 6175, 6375, 9817, 10376
Gene Ontology Biological Process	GO:0090303	positive regulation of wound healing	0.0621969641072419	0.234214699145446	-0.864439576620165	0.421287585894632	depleted	48	10	184888.1875	150, 4780, 5341, 301, 2152, 4638, 5340, 6347, 7057, 7099
Gene Ontology Biological Process	GO:0015980	energy derivation by oxidation of organic compounds	0.0625149328869414	0.235068905804468	-0.353284940332762	0.702377029316731	depleted	253	65	111732.18972332	10580, 863, 54205, 801, 2632, 2932, 2992, 4698, 4724, 5257, 6233, 7386, 51052, 84273, 116228, 178, 637, 1329, 1345, 1351, 2647, 2778, 3418, 3420, 3667, 4160, 4191, 4609, 4697, 4718, 4726, 4731, 4843, 4967, 5018, 5161, 5167, 5501, 5504, 6391, 6392, 7311, 7314, 7316, 7349, 8660, 8801, 9238, 9377, 9852, 10165, 10891, 10975, 11315, 23410, 27089, 51079, 51103, 51422, 55022, 55753, 87178, 116285, 374291, 648791
Gene Ontology Biological Process	GO:0042506	tyrosine phosphorylation of Stat5 protein	0.0626959643843949	0.235416257598792	-1.59231964626842	0.203453124663216	depleted	22	3	168654.363636364	3565, 3593, 133396
Gene Ontology Biological Process	GO:0030335	positive regulation of cell migration	0.0627805856265641	0.235416257598792	-0.254529472870092	0.775281202991862	depleted	394	119	179128.505076142	150, 1012, 5295, 1812, 1907, 2113, 4780, 5420, 6662, 7070, 8874, 9480, 10253, 972, 1240, 1906, 3175, 3965, 4916, 5155, 5649, 6504, 6546, 7114, 8764, 9759, 22954, 57580, 147372, 81, 90, 498, 650, 659, 949, 1236, 1432, 1512, 1613, 2152, 2185, 2241, 2488, 2625, 3315, 3565, 3592, 3725, 4067, 4254, 4638, 4641, 4653, 4851, 4921, 5025, 5216, 5228, 5724, 5743, 5747, 5788, 5880, 5962, 5979, 6278, 6346, 6347, 6356, 6372, 6374, 6375, 6386, 6591, 6648, 6714, 7040, 7057, 7060, 7074, 7124, 7205, 7424, 7429, 7476, 8650, 8660, 8740, 8766, 8817, 8826, 8995, 9043, 9270, 9475, 9585, 10013, 10016, 10396, 10399, 10488, 10507, 10911, 22800, 22902, 23332, 25777, 29126, 29984, 51378, 56034, 57007, 57142, 57214, 80005, 80031, 84913, 146206, 154810
Gene Ontology Biological Process	GO:0060343	trabecula formation	0.0627898372661247	0.235416257598792	-1.32785357699279	0.265045551055282	depleted	26	5	152939.538461538	23462, 1482, 4313, 7480, 54583
Gene Ontology Biological Process	GO:0042773	ATP synthesis coupled electron transport	0.0629747983043997	0.235767042418286	-0.772658931972004	0.461783583343248	depleted	81	20	60629.0617283951	54205, 4698, 4724, 7386, 637, 1329, 1345, 1351, 4697, 4718, 4726, 4731, 6392, 9377, 10975, 11315, 27089, 51079, 51103, 374291
Gene Ontology Biological Process	GO:0009112	nucleobase metabolic process	0.0633666835014821	0.236890376945033	-1.11292133275379	0.328597614578094	depleted	38	7	111203.105263158	25902, 316, 2766, 6470, 7298, 23028, 54790
Gene Ontology Biological Process	GO:0033962	cytoplasmic mRNA processing body assembly	0.0635650752746735	0.237459973455497	-1.97243179063454	0.13911813835057	depleted	20	4	130891	1656, 4848, 11273, 25819
Gene Ontology Biological Process	GO:0051258	protein polymerization	0.0636240124851774	0.237508162381353	-0.345394037636319	0.707941342967656	depleted	238	57	125635.470588235	11075, 4747, 10602, 23242, 2288, 2879, 4599, 5580, 5987, 7114, 10788, 55761, 57580, 80206, 114791, 196968, 830, 1236, 2185, 2241, 2801, 2934, 4600, 4641, 4690, 4868, 5216, 5962, 6188, 6356, 6709, 6711, 7417, 7429, 8936, 8976, 9113, 10096, 10426, 10435, 10810, 23332, 24139, 26052, 27236, 27243, 27338, 55243, 57180, 57731, 79649, 81873, 84501, 93663, 146206, 253725, 339005
Gene Ontology Biological Process	GO:1902652	secondary alcohol metabolic process	0.0638209832980209	0.237827968016628	-0.512144858343025	0.599208981138219	depleted	126	29	98227.7222222222	3638, 57540, 338, 6256, 6721, 949, 1595, 2055, 2222, 3157, 3565, 3990, 4041, 4047, 4864, 6307, 6309, 6647, 6653, 6713, 6720, 9619, 9971, 10654, 11160, 11161, 22937, 55809, 64788
Gene Ontology Biological Process	GO:0000722	telomere maintenance via recombination	0.0638489966325957	0.237827968016628	-1.20089893074554	0.30092358083226	depleted	36	8	105343.388888889	2072, 5111, 5888, 5982, 10111, 10714, 23649, 56655
Gene Ontology Biological Process	GO:0097094	craniofacial suture morphogenesis	0.0639589880114128	0.237827968016628	-1.72259515229207	0.178602046454758	depleted	18	3	242238.166666667	3638, 1112, 7040
Gene Ontology Biological Process	GO:0032371	regulation of sterol transport	0.0639862802107152	0.237827968016628	-1.04584764297073	0.351393836588859	depleted	43	12	94206.0930232558	5727, 6721, 1950, 4792, 6342, 6469, 7376, 9370, 9619, 10062, 26154, 116150
Gene Ontology Biological Process	GO:0032374	regulation of cholesterol transport	0.0639862802107152	0.237827968016628	-1.04584764297073	0.351393836588859	depleted	43	12	94206.0930232558	5727, 6721, 1950, 4792, 6342, 6469, 7376, 9370, 9619, 10062, 26154, 116150
Gene Ontology Biological Process	GO:0009798	axis specification	0.0640976077658052	0.237831726293095	-0.554975252021655	0.574086468500125	depleted	89	26	196962.865168539	23242, 1499, 3170, 3975, 4087, 5727, 6926, 10370, 1950, 2114, 4040, 4041, 4851, 6469, 6496, 7473, 7476, 10409, 10959, 50805, 54806, 123016, 134701, 168507, 201164, 441478
Gene Ontology Biological Process	GO:1905314	semi-lunar valve development	0.0641255924159131	0.237831726293095	-1.76186426452607	0.171724425470266	depleted	16	5	292673.8125	23462, 659, 2625, 4851, 64220
Gene Ontology Biological Process	GO:0012501	programmed cell death	0.0641844677751722	0.237879072738587	-0.121437536247135	0.885646372417263	depleted	1909	537	138150.4924044	40, 1268, 238, 2902, 429, 1788, 3707, 5295, 5336, 9024, 22861, 57556, 378, 960, 970, 1392, 1630, 2903, 3745, 3778, 4208, 4747, 4780, 5521, 5770, 6196, 6662, 6772, 7185, 8567, 8851, 8874, 9263, 9479, 10253, 11218, 23254, 27069, 54205, 54541, 64426, 90249, 116, 196, 309, 651, 677, 972, 1026, 1499, 1603, 1687, 1906, 2019, 2120, 2272, 2296, 2562, 2668, 2914, 2932, 3090, 3313, 3329, 3622, 3625, 3635, 3837, 3965, 4209, 4293, 4599, 4916, 5315, 5458, 5579, 5580, 5608, 5728, 5794, 5978, 6093, 6197, 6233, 6654, 6885, 6926, 7009, 7101, 7128, 7323, 8022, 8633, 8764, 9423, 9450, 9709, 9759, 9844, 10015, 10081, 10181, 10285, 10370, 10451, 10752, 10771, 10783, 10971, 11083, 22954, 23087, 23098, 23409, 23746, 26135, 29124, 30011, 50650, 54361, 56616, 56917, 56940, 57580, 79156, 79698, 79886, 83741, 84273, 84957, 90427, 92140, 115584, 128434, 148003, 221472, 282991, 81, 90, 103, 104, 135, 213, 247, 291, 292, 301, 308, 322, 323, 330, 333, 356, 396, 408, 467, 468, 578, 580, 627, 637, 650, 655, 659, 662, 694, 815, 836, 840, 885, 1048, 1075, 1178, 1236, 1263, 1270, 1285, 1386, 1409, 1432, 1482, 1512, 1611, 1613, 1616, 1621, 1642, 1647, 1654, 1655, 1822, 1831, 1848, 1960, 1965, 1984, 2023, 2033, 2055, 2071, 2073, 2099, 2139, 2152, 2185, 2301, 2322, 2597, 2619, 2625, 2627, 2782, 2898, 2901, 2934, 3002, 3066, 3248, 3301, 3315, 3326, 3560, 3565, 3574, 3592, 3593, 3659, 3663, 3708, 3713, 3725, 3836, 3858, 3883, 3892, 3916, 3939, 4000, 4040, 4041, 4067, 4085, 4170, 4194, 4205, 4254, 4255, 4292, 4297, 4331, 4335, 4436, 4609, 4616, 4690, 4792, 4803, 4830, 4836, 4846, 4851, 4869, 4914, 4923, 5025, 5076, 5081, 5164, 5291, 5314, 5359, 5366, 5456, 5457, 5459, 5515, 5518, 5519, 5533, 5534, 5552, 5582, 5586, 5590, 5598, 5599, 5621, 5663, 5664, 5740, 5743, 5747, 5777, 5876, 5894, 5916, 5924, 5979, 6091, 6092, 6134, 6154, 6188, 6189, 6194, 6201, 6326, 6347, 6416, 6418, 6431, 6469, 6478, 6496, 6498, 6548, 6591, 6647, 6648, 6657, 6659, 6714, 6733, 6750, 6880, 6910, 6950, 7040, 7057, 7073, 7074, 7088, 7098, 7099, 7124, 7161, 7187, 7189, 7293, 7311, 7314, 7316, 7349, 7410, 7417, 7421, 7429, 7476, 7480, 7507, 7531, 7532, 7534, 7832, 7852, 7857, 8065, 8444, 8462, 8539, 8660, 8678, 8717, 8725, 8738, 8739, 8740, 8744, 8767, 8771, 8837, 8870, 8883, 8893, 8995, 8996, 9040, 9093, 9104, 9113, 9135, 9138, 9166, 9262, 9333, 9368, 9370, 9447, 9618, 9770, 9971, 9984, 10011, 10013, 10016, 10018, 10227, 10266, 10284, 10298, 10399, 10488, 10507, 10550, 10595, 10625, 10628, 10763, 10848, 10891, 10892, 10904, 10935, 10961, 11040, 11315, 22806, 22926, 23028, 23064, 23136, 23151, 23394, 23408, 23429, 23513, 23645, 23705, 23753, 25764, 25816, 25824, 26156, 26999, 27023, 27113, 27141, 27165, 27250, 27252, 27324, 28971, 29126, 29979, 30812, 30818, 50484, 50649, 51024, 51065, 51079, 51246, 51350, 51378, 51499, 54474, 54475, 54476, 54806, 55023, 55075, 55177, 55240, 55294, 55437, 55632, 56005, 56169, 56259, 56751, 56848, 56947, 57007, 57019, 57099, 57142, 57181, 57539, 57600, 57678, 57805, 58515, 58517, 60401, 64083, 64112, 64121, 64422, 64651, 64798, 65264, 79155, 79594, 79625, 79658, 80034, 80070, 80196, 80237, 80315, 80331, 81537, 81566, 81618, 83595, 84141, 84231, 84266, 84707, 84951, 85300, 89884, 90441, 90865, 91603, 92609, 93974, 114548, 115209, 116986, 117581, 130399, 133396, 137970, 140735, 150094, 151112, 158471, 162605, 162989, 201181, 221927, 222659, 259230, 283349, 340061, 415116
